date,stream,trap_condition_code,turbidity,weather,water_temperature,debris_gal,rpm_before,rpm_after
2002-04-03T00:00:00Z,deer creek,normal,3.85,sunny,15,5,6.382978723404255,NA
2002-04-04T00:00:00Z,deer creek,normal,2.19,fog,11.11111111111111,3.75,6.666666666666667,NA
2002-04-05T00:00:00Z,deer creek,normal,2.27,cloudy,11.666666666666668,5,6.818181818181818,NA
2002-04-09T00:00:00Z,deer creek,normal,1.37,cloudy,12.222222222222223,3.75,6,NA
2002-04-10T00:00:00Z,deer creek,normal,3,partly cloudy,10,5,6.451612903225806,NA
2002-04-11T00:00:00Z,deer creek,normal,1.83,cloudy,11.666666666666668,0,6.122448979591836,NA
2002-04-12T00:00:00Z,deer creek,normal,1.55,sunny,12.222222222222223,0,6.122448979591836,NA
2002-04-16T00:00:00Z,deer creek,normal,2.8,cloudy,9.444444444444445,5,5.555555555555555,NA
2002-04-17T00:00:00Z,deer creek,normal,1.14,partly cloudy,7.222222222222222,1.25,5.555555555555555,NA
2002-04-18T00:00:00Z,deer creek,normal,0.97,sunny,7.777777777777779,0,5.454545454545454,NA
2002-04-19T00:00:00Z,deer creek,normal,1.24,sunny,8.333333333333334,0,5,NA
2002-04-23T00:00:00Z,deer creek,normal,1.4,sunny,12.222222222222223,2.5,4.166666666666667,NA
2002-04-24T00:00:00Z,deer creek,normal,1.1,sunny,13.88888888888889,2.5,4.109589041095891,NA
2002-04-25T00:00:00Z,deer creek,normal,0.88,sunny,13.88888888888889,1.25,4.109589041095891,NA
2002-04-26T00:00:00Z,deer creek,normal,1.46,partly cloudy,10,0,4.166666666666667,NA
2002-04-30T00:00:00Z,deer creek,normal,1.2,cloudy,10,2.5,4.615384615384615,NA
2002-05-01T00:00:00Z,deer creek,normal,0.66,partly cloudy,9.444444444444445,1.25,3.7974683544303796,NA
2002-05-02T00:00:00Z,deer creek,normal,1.06,sunny,12.222222222222223,0,3.6363636363636362,NA
2002-05-03T00:00:00Z,deer creek,normal,1.53,cloudy,14.444444444444445,0,3.75,NA
2002-05-07T00:00:00Z,deer creek,normal,1.56,sunny,14.444444444444445,0,3.6144578313253013,NA
2002-05-08T00:00:00Z,deer creek,normal,1.91,sunny,13.88888888888889,3.75,3.4285714285714284,NA
2002-05-09T00:00:00Z,deer creek,normal,2.16,sunny,14.444444444444445,0,3.1914893617021276,NA
2002-05-10T00:00:00Z,deer creek,normal,1.28,sunny,14.444444444444445,0,3.225806451612903,NA
2002-05-14T00:00:00Z,deer creek,normal,0.82,sunny,15,3.75,2.7906976744186047,NA
2002-05-15T00:00:00Z,deer creek,normal,1.1,sunny,15,2.5,2.6315789473684212,NA
2002-05-16T00:00:00Z,deer creek,normal,1.4,sunny,16.11111111111111,5,2.6200873362445414,NA
2002-05-17T00:00:00Z,deer creek,normal,1.5,partly cloudy,17.22222222222222,2.5,2.727272727272727,NA
2002-05-21T00:00:00Z,deer creek,normal,0.96,cloudy,12.222222222222223,5,3.488372093023256,NA
2002-05-22T00:00:00Z,deer creek,normal,1.63,sunny,12.222222222222223,1.25,3.0927835051546393,NA
2002-05-23T00:00:00Z,deer creek,normal,0.89,sunny,13.88888888888889,0,2.5316455696202533,NA
2002-05-24T00:00:00Z,deer creek,normal,1.1,sunny,14.444444444444445,2.5,4,NA
2002-05-29T00:00:00Z,deer creek,normal,1.09,sunny,18.88888888888889,2.5,1.5228426395939085,NA
2002-05-30T00:00:00Z,deer creek,normal,1.7,sunny,21.666666666666668,1.25,1.4184397163120568,NA
2002-11-08T00:00:00Z,deer creek,normal,0,rainy,11.11111111111111,20,3.658536585365854,NA
2002-11-12T00:00:00Z,deer creek,normal,3.85,cloudy,10,5,3.896103896103896,NA
2002-11-13T00:00:00Z,deer creek,normal,1.29,partly cloudy,11.11111111111111,10,3.7037037037037037,NA
2002-11-14T00:00:00Z,deer creek,normal,0.95,sunny,10,2.5,3.6144578313253013,NA
2002-11-15T00:00:00Z,deer creek,normal,0.92,partly cloudy,9.444444444444445,10,3.3707865168539324,NA
2002-11-19T00:00:00Z,deer creek,normal,0.5,sunny,9.444444444444445,1.25,2.142857142857143,NA
2002-11-21T00:00:00Z,deer creek,normal,0.51,sunny,9.444444444444445,2.5,1.9607843137254901,NA
2002-11-22T00:00:00Z,deer creek,normal,1.98,partly cloudy,10.555555555555555,5,1.7751479289940828,NA
2002-11-27T00:00:00Z,deer creek,normal,0.94,sunny,7.777777777777779,15,1.694915254237288,NA
2002-11-28T00:00:00Z,deer creek,normal,1.46,sunny,8.333333333333334,10,1.9292604501607717,NA
2002-11-29T00:00:00Z,deer creek,normal,0.83,sunny,7.777777777777779,2.5,1.8181818181818181,NA
2002-12-03T00:00:00Z,deer creek,normal,0.73,sunny,7.777777777777779,1.25,1.7857142857142858,NA
2002-12-05T00:00:00Z,deer creek,normal,0.45,sunny,7.777777777777779,1.25,1.9736842105263157,NA
2002-12-06T00:00:00Z,deer creek,normal,2.14,partly cloudy,8.333333333333334,1.25,1.8633540372670807,NA
2002-12-07T00:00:00Z,deer creek,normal,NA,sunny,8.88888888888889,0,1.7543859649122806,NA
2002-12-09T00:00:00Z,deer creek,normal,1.09,cloudy,7.222222222222222,1.25,2,NA
2002-12-10T00:00:00Z,deer creek,normal,1.47,cloudy,8.333333333333334,5,2.18978102189781,NA
2002-12-12T00:00:00Z,deer creek,normal,0.45,cloudy,8.333333333333334,2.5,1.9607843137254901,NA
2002-12-13T00:00:00Z,deer creek,normal,0.84,rainy,8.88888888888889,20,2.830188679245283,NA
2003-01-10T00:00:00Z,deer creek,normal,3.13,rainy,8.88888888888889,1.25,3.75,NA
2003-01-10T00:00:00Z,deer creek,normal,NA,NA,NA,NA,NA,NA
2003-01-17T00:00:00Z,deer creek,normal,2.5,sunny,8.333333333333334,2.5,6.382978723404255,NA
2003-01-18T00:00:00Z,deer creek,normal,1.9,fog,6.666666666666667,0.5,5,NA
2003-01-19T00:00:00Z,deer creek,normal,2,fog,6.666666666666667,0.5,4.761904761904762,NA
2003-01-21T00:00:00Z,deer creek,normal,1.4,cloudy,6.666666666666667,2.5,3.7037037037037037,NA
2003-01-25T00:00:00Z,deer creek,normal,4.1,partly cloudy,8.88888888888889,2.5,6.521739130434782,NA
2003-01-26T00:00:00Z,deer creek,normal,3,cloudy,8.88888888888889,1,8.474576271186441,NA
2003-01-29T00:00:00Z,deer creek,normal,4.3,cloudy,8.333333333333334,1.25,4.3478260869565215,NA
2003-01-30T00:00:00Z,deer creek,normal,1.1,partly cloudy,8.88888888888889,5,4.838709677419355,NA
2003-01-31T00:00:00Z,deer creek,normal,1.9,partly cloudy,10,1.25,4.3478260869565215,NA
2003-02-01T00:00:00Z,deer creek,normal,1.9,rainy,9.444444444444445,0.5,4.761904761904762,NA
2003-02-02T00:00:00Z,deer creek,normal,2.5,sunny,7.777777777777779,0.5,4.6875,NA
2003-02-03T00:00:00Z,deer creek,normal,1.5,sunny,6.666666666666667,1.25,4.411764705882353,NA
2003-02-03T00:00:00Z,deer creek,normal,1.42,sunny,7.222222222222222,NA,4.411764705882353,NA
2003-02-26T00:00:00Z,deer creek,normal,1.32,sunny,7.777777777777779,0.05,3.75,NA
2003-02-27T00:00:00Z,deer creek,normal,2.02,sunny,9.444444444444445,1.25,3.821656050955414,NA
2003-02-28T00:00:00Z,deer creek,normal,2.53,partly cloudy,7.777777777777779,0.5,3.5294117647058822,NA
2003-03-01T00:00:00Z,deer creek,normal,1.02,sunny,6.111111111111112,0,3.225806451612903,NA
2003-03-02T00:00:00Z,deer creek,normal,0.97,sunny,7.777777777777779,0.5,3.1914893617021276,NA
2003-03-03T00:00:00Z,deer creek,normal,0.85,partly cloudy,8.333333333333334,2.5,2.857142857142857,NA
2003-03-04T00:00:00Z,deer creek,normal,0.58,sunny,9.444444444444445,0.5,2.830188679245283,NA
2003-03-05T00:00:00Z,deer creek,NA,NA,sunny,NA,NA,NA,NA
2003-03-05T00:00:00Z,deer creek,normal,1.14,sunny,7.777777777777779,0.5,3.1088082901554404,NA
2003-03-06T00:00:00Z,deer creek,normal,0.81,sunny,7.777777777777779,0.5,2.608695652173913,NA
2003-03-07T00:00:00Z,deer creek,normal,0.67,sunny,6.111111111111112,0,2.0689655172413794,NA
2003-03-08T00:00:00Z,deer creek,normal,1.05,sunny,8.88888888888889,0,3.5294117647058822,NA
2003-03-09T00:00:00Z,deer creek,normal,1.06,cloudy,8.88888888888889,0,3.5294117647058822,NA
2003-03-10T00:00:00Z,deer creek,normal,0.73,sunny,11.666666666666668,0.5,2.843601895734597,NA
2003-03-11T00:00:00Z,deer creek,normal,0.89,partly cloudy,12.222222222222223,0,3.1578947368421053,NA
2003-03-12T00:00:00Z,deer creek,normal,0.89,cloudy,11.666666666666668,0,3.125,NA
2003-03-21T00:00:00Z,deer creek,normal,1.8,cloudy,10,1.25,7.5,NA
2003-03-22T00:00:00Z,deer creek,normal,1.75,cloudy,10,2.5,4.761904761904762,NA
2003-03-23T00:00:00Z,deer creek,normal,1.73,cloudy,11.11111111111111,2.5,5.3097345132743365,NA
2003-03-24T00:00:00Z,deer creek,normal,1.9,partly cloudy,11.666666666666668,5,6.976744186046512,NA
2003-03-25T00:00:00Z,deer creek,normal,1.08,cloudy,11.11111111111111,0,5.714285714285714,NA
2003-03-29T00:00:00Z,deer creek,normal,3.71,partly cloudy,10,3.5,8.955223880597014,NA
2003-03-30T00:00:00Z,deer creek,normal,2.92,sunny,12.222222222222223,1,8.108108108108109,NA
2003-04-01T00:00:00Z,deer creek,normal,2.07,partly cloudy,12.222222222222223,5,6.976744186046512,NA
2003-04-02T00:00:00Z,deer creek,cone stopped,NA,cloudy,NA,20,NA,NA
2003-04-05T00:00:00Z,deer creek,normal,1.2,sunny,7.777777777777779,1,5,NA
2003-04-06T00:00:00Z,deer creek,normal,1.4,cloudy,7.777777777777779,0.5,4.411764705882353,NA
2003-04-07T00:00:00Z,deer creek,normal,1.4,sunny,10,0,4.225352112676056,NA
2003-04-08T00:00:00Z,deer creek,normal,1.2,sunny,10.555555555555555,1.25,4.285714285714286,NA
2003-04-09T00:00:00Z,deer creek,normal,1.4,sunny,12.222222222222223,0,4.411764705882353,NA
2003-04-10T00:00:00Z,deer creek,normal,1.7,partly cloudy,11.11111111111111,0,4.166666666666667,NA
2003-04-11T00:00:00Z,deer creek,normal,1.6,sunny,11.11111111111111,1.25,4.054054054054054,NA
2003-04-12T00:00:00Z,deer creek,normal,1.2,rainy,10.555555555555555,0.5,4.477611940298507,NA
2003-04-17T00:00:00Z,deer creek,normal,1.7,cloudy,10,0,8.108108108108109,NA
2003-04-18T00:00:00Z,deer creek,normal,2.7,sunny,9.444444444444445,0.5,8.333333333333334,NA
2003-04-19T00:00:00Z,deer creek,normal,2.5,partly cloudy,8.88888888888889,0.5,6.976744186046512,NA
2003-04-20T00:00:00Z,deer creek,normal,2.2,partly cloudy,8.88888888888889,1,6.976744186046512,NA
2003-04-21T00:00:00Z,deer creek,normal,1.5,partly cloudy,12.222222222222223,0,6.382978723404255,NA
2003-04-22T00:00:00Z,deer creek,normal,1.6,partly cloudy,11.11111111111111,2.5,5.9405940594059405,NA
2003-04-23T00:00:00Z,deer creek,normal,2.2,cloudy,11.11111111111111,0,5.172413793103448,NA
2003-04-24T00:00:00Z,deer creek,normal,16.8,cloudy,10.555555555555555,15,NA,NA
2003-05-14T00:00:00Z,deer creek,normal,2.66,sunny,13.333333333333334,0,8.450704225352112,NA
2003-05-15T00:00:00Z,deer creek,normal,1.68,sunny,13.333333333333334,2.5,8.571428571428571,NA
2003-05-16T00:00:00Z,deer creek,normal,21.1,partly cloudy,13.333333333333334,10,9.23076923076923,NA
2003-05-18T00:00:00Z,deer creek,normal,5.77,sunny,11.11111111111111,2.5,6,NA
2003-05-19T00:00:00Z,deer creek,normal,1.94,sunny,13.333333333333334,2.5,5.714285714285714,NA
2003-05-20T00:00:00Z,deer creek,normal,1.5,sunny,12.77777777777778,0,5.2631578947368425,NA
2003-05-22T00:00:00Z,deer creek,normal,4.6,sunny,15,1.25,5.454545454545454,NA
2003-05-23T00:00:00Z,deer creek,normal,6.27,sunny,16.11111111111111,1.25,4.918032786885246,NA
2003-05-25T00:00:00Z,deer creek,normal,1.29,partly cloudy,18.333333333333336,2.5,5.172413793103448,NA
2003-05-26T00:00:00Z,deer creek,normal,1.7,partly cloudy,14.444444444444445,0,5.172413793103448,NA
2003-05-28T00:00:00Z,deer creek,normal,10.6,sunny,18.333333333333336,1.25,4.580152671755725,NA
2003-11-13T00:00:00Z,deer creek,NA,NA,cloudy,9.444444444444445,20,NA,NA
2003-11-14T00:00:00Z,deer creek,NA,1.2,cloudy,9.444444444444445,5,NA,NA
2003-11-15T00:00:00Z,deer creek,NA,2.88,rainy,NA,0.5,2.727272727272727,NA
2003-11-17T00:00:00Z,deer creek,normal,1.9,sunny,10.555555555555555,17.5,2.5316455696202533,NA
2003-11-18T00:00:00Z,deer creek,normal,2.44,sunny,8.88888888888889,2.5,1.9801980198019802,NA
2003-11-20T00:00:00Z,deer creek,NA,1.7,partly cloudy,10.555555555555555,5,NA,NA
2003-11-23T00:00:00Z,deer creek,NA,NA,sunny,6.666666666666667,5,NA,NA
2003-11-25T00:00:00Z,deer creek,NA,NA,sunny,5,5,NA,NA
2003-12-02T00:00:00Z,deer creek,normal,2.31,cloudy,10,15,2.6315789473684212,NA
2003-12-03T00:00:00Z,deer creek,normal,2,sunny,10,10,2.272727272727273,NA
2003-12-04T00:00:00Z,deer creek,NA,NA,cloudy,NA,5,NA,NA
2003-12-05T00:00:00Z,deer creek,NA,1.7,rainy,9.444444444444445,5,NA,NA
2003-12-06T00:00:00Z,deer creek,normal,3.4,rainy,10,25,3,NA
2003-12-08T00:00:00Z,deer creek,NA,NA,sunny,NA,5,NA,NA
2003-12-09T00:00:00Z,deer creek,normal,2.86,cloudy,6.111111111111112,5,2.727272727272727,NA
2003-12-10T00:00:00Z,deer creek,NA,NA,cloudy,NA,NA,NA,NA
2003-12-11T00:00:00Z,deer creek,NA,NA,sunny,NA,NA,NA,NA
2003-12-12T00:00:00Z,deer creek,normal,1,rainy,6.666666666666667,NA,NA,NA
2003-12-13T00:00:00Z,deer creek,normal,2.49,cloudy,8.333333333333334,10,3.658536585365854,NA
2003-12-14T00:00:00Z,deer creek,partial blockage,2.1,partly cloudy,7.777777777777779,35,10.714285714285714,NA
2003-12-15T00:00:00Z,deer creek,NA,NA,partly cloudy,NA,NA,NA,NA
2003-12-16T00:00:00Z,deer creek,normal,2.63,partly cloudy,6.111111111111112,15,3.7974683544303796,NA
2003-12-17T00:00:00Z,deer creek,NA,NA,sunny,NA,5,NA,NA
2003-12-18T00:00:00Z,deer creek,NA,NA,sunny,NA,5,0,NA
2003-12-19T00:00:00Z,deer creek,NA,1.2,partly cloudy,5,5,NA,NA
2003-12-20T00:00:00Z,deer creek,NA,NA,fog,NA,5,NA,NA
2003-12-21T00:00:00Z,deer creek,NA,NA,sunny,NA,5,NA,NA
2003-12-22T00:00:00Z,deer creek,NA,NA,cloudy,7.777777777777779,5,NA,NA
2003-12-23T00:00:00Z,deer creek,NA,1.2,rainy,7.777777777777779,5,0,NA
2003-12-27T00:00:00Z,deer creek,NA,1.2,partly cloudy,8.333333333333334,5,NA,NA
2003-12-28T00:00:00Z,deer creek,NA,1.3,cloudy,7.222222222222222,5,NA,NA
2003-12-29T00:00:00Z,deer creek,NA,NA,rainy,NA,NA,NA,NA
2004-01-13T00:00:00Z,deer creek,NA,NA,partly cloudy,NA,NA,NA,NA
2004-01-14T00:00:00Z,deer creek,NA,1.6,fog,7.222222222222222,5,NA,NA
2004-01-15T00:00:00Z,deer creek,NA,NA,fog,NA,5,0,NA
2004-01-16T00:00:00Z,deer creek,NA,NA,cloudy,NA,5,0,NA
2004-01-17T00:00:00Z,deer creek,normal,1.84,cloudy,7.222222222222222,NA,NA,NA
2004-01-18T00:00:00Z,deer creek,normal,3.75,partly cloudy,7.222222222222222,0.5,3.061224489795918,NA
2004-01-19T00:00:00Z,deer creek,NA,1.2,fog,7.222222222222222,5,NA,NA
2004-01-20T00:00:00Z,deer creek,NA,NA,sunny,6.666666666666667,5,NA,NA
2004-01-21T00:00:00Z,deer creek,NA,NA,sunny,5.555555555555555,5,NA,NA
2004-01-22T00:00:00Z,deer creek,NA,1.4,fog,5,5,NA,NA
2004-01-23T00:00:00Z,deer creek,NA,NA,sunny,5,5,NA,NA
2004-01-24T00:00:00Z,deer creek,NA,1.5,fog,5.555555555555555,5,NA,NA
2004-01-25T00:00:00Z,deer creek,normal,1.9,partly cloudy,7.222222222222222,0.5,3.0303030303030303,NA
2004-01-26T00:00:00Z,deer creek,NA,1.7,cloudy,5.555555555555555,5,0,NA
2004-01-27T00:00:00Z,deer creek,NA,NA,rainy,5,5,0,NA
2004-01-28T00:00:00Z,deer creek,NA,NA,partly cloudy,5,5,0,NA
2004-01-29T00:00:00Z,deer creek,normal,2.03,partly cloudy,5.555555555555555,0,3.125,NA
2004-01-30T00:00:00Z,deer creek,NA,NA,cloudy,6.111111111111112,5,NA,NA
2004-01-31T00:00:00Z,deer creek,NA,1.3,partly cloudy,7.222222222222222,5,NA,NA
2004-02-01T00:00:00Z,deer creek,NA,NA,cloudy,7.222222222222222,5,NA,NA
2004-02-02T00:00:00Z,deer creek,NA,NA,rainy,NA,20,NA,NA
2004-02-05T00:00:00Z,deer creek,NA,NA,sunny,5.555555555555555,5,NA,NA
2004-02-06T00:00:00Z,deer creek,NA,NA,cloudy,6.666666666666667,5,NA,NA
2004-02-07T00:00:00Z,deer creek,NA,1.2,sunny,5.555555555555555,5,NA,NA
2004-02-08T00:00:00Z,deer creek,NA,1.1,sunny,5.555555555555555,5,NA,NA
2004-02-09T00:00:00Z,deer creek,NA,NA,sunny,6.111111111111112,5,0,NA
2004-02-10T00:00:00Z,deer creek,NA,NA,sunny,6.111111111111112,5,0,NA
2004-02-11T00:00:00Z,deer creek,NA,NA,sunny,5.555555555555555,5,0,NA
2004-02-12T00:00:00Z,deer creek,NA,NA,sunny,5.555555555555555,5,NA,NA
2004-02-13T00:00:00Z,deer creek,NA,NA,cloudy,6.666666666666667,5,0,NA
2004-02-14T00:00:00Z,deer creek,NA,NA,cloudy,7.222222222222222,5,NA,NA
2004-02-15T00:00:00Z,deer creek,NA,NA,rainy,7.222222222222222,5,NA,NA
2004-02-16T00:00:00Z,deer creek,normal,3.43,rainy,7.777777777777779,6,7.142857142857143,NA
2004-03-20T00:00:00Z,deer creek,normal,2.71,sunny,11.11111111111111,0.5,3,NA
2004-03-21T00:00:00Z,deer creek,normal,2.08,sunny,11.11111111111111,0.5,2.898550724637681,NA
2004-03-22T00:00:00Z,deer creek,normal,2.53,sunny,12.222222222222223,2.5,3.409090909090909,NA
2004-03-23T00:00:00Z,deer creek,NA,NA,cloudy,11.11111111111111,5,NA,NA
2004-03-24T00:00:00Z,deer creek,normal,3.15,sunny,11.666666666666668,0.5,2.9702970297029703,NA
2004-03-25T00:00:00Z,deer creek,NA,1.5,rainy,9.444444444444445,5,NA,NA
2004-03-26T00:00:00Z,deer creek,normal,1.72,partly cloudy,7.777777777777779,NA,0,NA
2004-03-27T00:00:00Z,deer creek,normal,1.9,partly cloudy,11.11111111111111,0.5,3.7037037037037037,NA
2004-03-28T00:00:00Z,deer creek,normal,2.01,partly cloudy,11.11111111111111,0.5,3.7037037037037037,NA
2004-03-29T00:00:00Z,deer creek,normal,1.9,sunny,13.333333333333334,0.5,3.3707865168539324,NA
2004-03-30T00:00:00Z,deer creek,normal,1.9,cloudy,10,0.5,3.5502958579881656,NA
2004-03-31T00:00:00Z,deer creek,normal,1.87,sunny,10,NA,0,NA
2004-04-01T00:00:00Z,deer creek,normal,2.12,sunny,8.88888888888889,0,3.260869565217391,NA
2004-04-02T00:00:00Z,deer creek,normal,1.81,sunny,9.444444444444445,NA,NA,NA
2004-04-03T00:00:00Z,deer creek,normal,2.39,sunny,12.222222222222223,1,2.985074626865672,NA
2004-04-04T00:00:00Z,deer creek,NA,1.6,partly cloudy,11.11111111111111,5,NA,NA
2004-04-05T00:00:00Z,deer creek,normal,2.21,cloudy,11.11111111111111,0.05,3.278688524590164,NA
2004-04-07T00:00:00Z,deer creek,normal,2.74,sunny,10,0,3,NA
2004-04-08T00:00:00Z,deer creek,normal,1.89,sunny,11.11111111111111,0,2.9702970297029703,NA
2004-04-09T00:00:00Z,deer creek,NA,1.3,sunny,12.222222222222223,5,0,NA
2004-04-10T00:00:00Z,deer creek,NA,1.6,sunny,13.333333333333334,5,NA,NA
2004-04-11T00:00:00Z,deer creek,normal,1.74,sunny,13.333333333333334,NA,NA,NA
2004-04-12T00:00:00Z,deer creek,NA,1.4,sunny,11.11111111111111,5,0,NA
2004-04-13T00:00:00Z,deer creek,NA,1.3,partly cloudy,12.222222222222223,20,NA,NA
2004-04-14T00:00:00Z,deer creek,NA,1.2,partly cloudy,11.11111111111111,5,NA,NA
2004-04-15T00:00:00Z,deer creek,NA,1.4,sunny,11.11111111111111,5,0,NA
2004-04-16T00:00:00Z,deer creek,NA,NA,sunny,NA,NA,NA,NA
2004-04-17T00:00:00Z,deer creek,NA,1.1,cloudy,10.555555555555555,5,NA,NA
2004-04-18T00:00:00Z,deer creek,normal,1.9,cloudy,9.444444444444445,0.5,4.838709677419355,NA
2004-04-19T00:00:00Z,deer creek,NA,1.6,cloudy,9.444444444444445,5,0,NA
2004-04-20T00:00:00Z,deer creek,NA,NA,cloudy,NA,NA,NA,NA
2004-04-21T00:00:00Z,deer creek,NA,NA,cloudy,NA,NA,NA,NA
2004-04-22T00:00:00Z,deer creek,NA,1.7,sunny,9.444444444444445,5,0,NA
2004-04-23T00:00:00Z,deer creek,NA,NA,sunny,NA,NA,NA,NA
2004-04-24T00:00:00Z,deer creek,normal,1.9,sunny,14.444444444444445,0.5,3.8461538461538463,NA
2004-04-25T00:00:00Z,deer creek,NA,1.1,sunny,14.444444444444445,5,NA,NA
2004-04-26T00:00:00Z,deer creek,NA,NA,sunny,15,NA,NA,NA
2004-04-27T00:00:00Z,deer creek,NA,NA,sunny,NA,NA,NA,NA
2004-04-28T00:00:00Z,deer creek,NA,NA,sunny,NA,NA,NA,NA
2004-04-29T00:00:00Z,deer creek,normal,2.21,sunny,14.444444444444445,5,4.918032786885246,NA
2004-04-30T00:00:00Z,deer creek,NA,1.1,sunny,13.88888888888889,5,0,NA
2004-05-01T00:00:00Z,deer creek,normal,3.6,partly cloudy,15.555555555555555,1,4.109589041095891,NA
2004-05-02T00:00:00Z,deer creek,cone stopped,3.03,sunny,15.555555555555555,NA,NA,NA
2004-05-03T00:00:00Z,deer creek,NA,1.2,sunny,17.77777777777778,5,0,NA
2004-05-04T00:00:00Z,deer creek,NA,1.6,sunny,17.22222222222222,5,0,NA
2004-05-05T00:00:00Z,deer creek,NA,1.6,sunny,16.666666666666668,5,NA,NA
2004-05-06T00:00:00Z,deer creek,NA,1.2,sunny,15.555555555555555,5,0,NA
2004-05-07T00:00:00Z,deer creek,NA,1.6,partly cloudy,14.444444444444445,5,0,NA
2004-05-08T00:00:00Z,deer creek,NA,NA,cloudy,NA,5,NA,NA
2004-05-09T00:00:00Z,deer creek,NA,1.2,sunny,17.22222222222222,5,NA,NA
2004-05-10T00:00:00Z,deer creek,NA,1.2,partly cloudy,17.22222222222222,5,0,NA
2004-05-11T00:00:00Z,deer creek,NA,1.2,sunny,13.88888888888889,5,0,NA
2004-05-12T00:00:00Z,deer creek,NA,1.6,sunny,13.333333333333334,5,0,NA
2004-05-13T00:00:00Z,deer creek,NA,NA,sunny,NA,5,0,NA
2004-05-14T00:00:00Z,deer creek,normal,1.83,partly cloudy,16.666666666666668,NA,0,NA
2004-05-17T00:00:00Z,deer creek,NA,NA,partly cloudy,16.666666666666668,5,0,NA
2004-05-18T00:00:00Z,deer creek,NA,1.3,partly cloudy,16.11111111111111,5,0,NA
2004-05-19T00:00:00Z,deer creek,NA,1.1,sunny,15,5,0,NA
2004-05-20T00:00:00Z,deer creek,NA,NA,partly cloudy,16.11111111111111,5,0,NA
2004-05-21T00:00:00Z,deer creek,normal,1.7,partly cloudy,21.11111111111111,NA,0,NA
2004-05-24T00:00:00Z,deer creek,NA,NA,sunny,NA,5,0,NA
2004-05-25T00:00:00Z,deer creek,normal,3.1,sunny,17.77777777777778,0,1.7964071856287425,NA
2004-05-26T00:00:00Z,deer creek,NA,1.1,partly cloudy,5,5,0,NA
2004-05-27T00:00:00Z,deer creek,NA,1.3,partly cloudy,17.77777777777778,5,0,NA
2004-05-28T00:00:00Z,deer creek,NA,1.1,partly cloudy,17.22222222222222,5,0,NA
2004-05-29T00:00:00Z,deer creek,NA,NA,sunny,11.11111111111111,5,0,NA
2004-05-30T00:00:00Z,deer creek,NA,1.2,sunny,18.88888888888889,5,0,NA
2004-05-31T00:00:00Z,deer creek,NA,NA,sunny,20,5,0,NA
2004-06-01T00:00:00Z,deer creek,normal,2.7,sunny,17.77777777777778,0,1.9607843137254901,NA
2004-06-02T00:00:00Z,deer creek,NA,NA,sunny,19.444444444444446,5,0,NA
2004-06-03T00:00:00Z,deer creek,NA,1.3,sunny,20,5,0,NA
2004-10-21T00:00:00Z,deer creek,cone stopped,2.5,sunny,10,1.5,0,NA
2004-10-24T00:00:00Z,deer creek,normal,3,sunny,12.222222222222223,2.5,1.7142857142857142,NA
2004-10-25T00:00:00Z,deer creek,NA,NA,cloudy,NA,10,0,NA
2004-10-26T00:00:00Z,deer creek,NA,NA,cloudy,NA,NA,NA,NA
2004-10-27T00:00:00Z,deer creek,NA,NA,sunny,NA,5,NA,NA
2004-10-29T00:00:00Z,deer creek,NA,1.5,cloudy,10,5,NA,NA
2004-11-05T00:00:00Z,deer creek,cone stopped,2.1,sunny,10.555555555555555,5,0,NA
2004-11-07T00:00:00Z,deer creek,NA,NA,sunny,10,20,0,NA
2004-11-09T00:00:00Z,deer creek,NA,1.3,cloudy,11.666666666666668,20,0,NA
2004-11-11T00:00:00Z,deer creek,NA,NA,cloudy,11.666666666666668,5,NA,NA
2004-11-22T00:00:00Z,deer creek,NA,NA,sunny,6.666666666666667,20,NA,NA
2004-11-28T00:00:00Z,deer creek,NA,1.5,sunny,6.666666666666667,20,NA,NA
2004-11-30T00:00:00Z,deer creek,NA,1.4,partly cloudy,5.555555555555555,20,NA,NA
2004-12-02T00:00:00Z,deer creek,NA,NA,sunny,4.444444444444445,20,0,NA
2004-12-07T00:00:00Z,deer creek,NA,NA,cloudy,NA,20,NA,NA
2004-12-10T00:00:00Z,deer creek,NA,NA,fog,NA,NA,NA,NA
2004-12-11T00:00:00Z,deer creek,NA,NA,partly cloudy,NA,5,NA,NA
2004-12-12T00:00:00Z,deer creek,normal,2,fog,8.333333333333334,0.5,2.608695652173913,NA
2004-12-13T00:00:00Z,deer creek,normal,3.5,fog,8.333333333333334,1,1.9047619047619047,NA
2004-12-14T00:00:00Z,deer creek,normal,2.3,cloudy,8.333333333333334,2.5,3.5714285714285716,NA
2004-12-15T00:00:00Z,deer creek,normal,3,sunny,7.777777777777779,5,1.643835616438356,NA
2004-12-16T00:00:00Z,deer creek,normal,3.2,fog,7.222222222222222,5,3.896103896103896,NA
2004-12-17T00:00:00Z,deer creek,NA,1.4,partly cloudy,7.222222222222222,5,NA,NA
2004-12-18T00:00:00Z,deer creek,NA,1.5,sunny,7.222222222222222,5,NA,NA
2004-12-19T00:00:00Z,deer creek,NA,1.3,sunny,6.666666666666667,20,NA,NA
2004-12-20T00:00:00Z,deer creek,NA,1.2,cloudy,6.111111111111112,5,NA,NA
2004-12-23T00:00:00Z,deer creek,NA,1.6,sunny,5.555555555555555,5,NA,NA
2004-12-27T00:00:00Z,deer creek,NA,NA,rainy,NA,5,NA,NA
