date,location,count,fork_length,weight,flow,time_for_10_revolutions,tubs_of_debris,trap_condition_code,water_temperature,turbidity,weather,comments
2001-04-25,Mill Creek RSTR,1,49,NA,315,119,0,normal,59,7.76,sunny,NA
2001-04-25,Mill Creek RSTR,1,131,27.5,315,119,0,normal,59,7.76,sunny,NA
2001-04-25,Mill Creek RSTR,1,127,23.1,315,119,0,normal,59,7.76,sunny,NA
2001-04-25,Mill Creek RSTR,1,125,25.2,315,119,0,normal,59,7.76,sunny,NA
2001-04-25,Mill Creek RSTR,1,118,21,315,119,0,normal,59,7.76,sunny,NA
2001-04-25,Mill Creek RSTR,1,50,1.4,315,119,0,normal,59,7.76,sunny,NA
2001-04-25,Mill Creek RSTR,1,72,4.1,315,119,0,normal,59,7.76,sunny,NA
2001-04-25,Mill Creek RSTR,1,46,NA,315,119,0,normal,59,7.76,sunny,NA
2001-04-25,Mill Creek RSTR,1,52,1.6,315,119,0,normal,59,7.76,sunny,NA
2001-04-25,Mill Creek RSTR,1,49,NA,315,119,0,normal,59,7.76,sunny,NA
2001-04-25,Mill Creek RSTR,1,83,6,315,119,0,normal,59,7.76,sunny,NA
2001-04-25,Mill Creek RSTR,1,95,10,315,119,0,normal,59,7.76,sunny,NA
2001-04-25,Mill Creek RSTR,1,50,1.3,315,119,0,normal,59,7.76,sunny,NA
2001-04-26,Mill Creek RSTR,1,50,1.4,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-26,Mill Creek RSTR,1,34,NA,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-26,Mill Creek RSTR,1,82,6.9,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-26,Mill Creek RSTR,1,134,28.5,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-26,Mill Creek RSTR,1,130,27.7,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-26,Mill Creek RSTR,1,128,24.5,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-26,Mill Creek RSTR,1,123,21.7,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-26,Mill Creek RSTR,1,120,19,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-26,Mill Creek RSTR,1,120,19.8,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-26,Mill Creek RSTR,1,116,18.1,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-26,Mill Creek RSTR,1,111,15.9,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-26,Mill Creek RSTR,1,91,8.5,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-26,Mill Creek RSTR,1,88,8.2,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-26,Mill Creek RSTR,1,84,7.2,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-26,Mill Creek RSTR,1,74,4.8,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-26,Mill Creek RSTR,1,68,3.8,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-26,Mill Creek RSTR,1,66,3.3,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-26,Mill Creek RSTR,1,66,3.4,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-26,Mill Creek RSTR,1,65,3.3,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-26,Mill Creek RSTR,1,65,3.4,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-26,Mill Creek RSTR,1,65,3.2,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-26,Mill Creek RSTR,1,63,2.8,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-26,Mill Creek RSTR,1,60,2.5,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-26,Mill Creek RSTR,1,58,2.2,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-26,Mill Creek RSTR,1,56,1.8,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-26,Mill Creek RSTR,1,85,7.3,375,105,0.3,normal,58,13.2,sunny,NA
2001-04-27,Mill Creek RSTR,1,65,3.2,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,131,25.7,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,98,10.7,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,68,3.6,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,55,2,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,54,1.8,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,23,NA,NA,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,130,25.1,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,111,NA,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,81,6.6,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,81,NA,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,82,NA,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,83,NA,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,40,NA,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,86,NA,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,88,NA,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,78,NA,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,107,NA,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,85,7,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,113,NA,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,114,17.1,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,114,NA,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,2,116,NA,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,2,120,NA,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,121,20.5,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,121,NA,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,124,23.7,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,130,24.9,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,89,7.5,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,68,3.7,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,77,NA,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,60,NA,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,60,2.5,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,58,NA,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,58,2.3,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,3,62,NA,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,64,2.8,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,69,3.7,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,2,56,NA,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,71,NA,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,2,76,NA,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,57,2,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,73,4.6,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,55,NA,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,70,3.9,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,43,NA,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,53,NA,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,55,1.9,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,55,2.1,378,108,0,normal,59,23.4,sunny,NA
2001-04-27,Mill Creek RSTR,1,76,5.5,378,108,0,normal,59,23.4,sunny,NA
2001-04-30,Mill Creek RSTR,1,62,2.5,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,70,4.5,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,123,23.3,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,100,13.3,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,85,7.2,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,84,6.5,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,79,5.9,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,78,5.5,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,59,2.2,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,70,4.3,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,68,3.4,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,65,3,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,65,3.2,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,60,2.3,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,78,5.8,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,58,2.1,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,57,2.1,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,34,NA,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,76,5.7,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,52,2.1,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,46,1.1,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,58,2.2,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,54,1.7,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,55,2,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,67,3.3,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,58,2,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,77,5.3,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,70,4,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,69,3.7,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,56,2.1,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,58,2.2,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,66,3.3,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,63,3.1,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,60,2.4,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,58,2.3,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,69,4.2,312,110,0,normal,58,8.49,sunny,NA
2001-04-30,Mill Creek RSTR,1,57,2.1,312,110,0,normal,58,8.49,sunny,NA
2001-05-01,Mill Creek RSTR,1,63,2.9,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,62,3,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,56,2.1,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,72,3.8,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,71,4.1,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,2,70,4,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,69,3.9,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,69,3.7,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,68,3.7,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,66,3.3,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,66,3.4,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,64,3.1,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,62,NA,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,73,4.9,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,60,2.3,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,51,NA,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,54,1.8,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,50,NA,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,40,NA,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,62,2.6,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,71,4.4,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,46,NA,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,74,5,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,62,2.8,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,65,3.6,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,67,4,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,68,3.8,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,71,4.1,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,74,4.8,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,77,5.9,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,115,17.9,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,75,4.8,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,77,5.5,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,85,6.9,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,59,2.7,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,126,24,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-01,Mill Creek RSTR,1,69,3.8,378,104,0,normal,56,16.3,partly cloudy,NA
2001-05-02,Mill Creek RSTR,1,68,3.6,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,68,NA,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,69,4,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,69,NA,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,70,4.1,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,76,5,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,45,NA,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,70,NA,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,71,4.6,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,75,5.1,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,82,6.2,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,83,7.2,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,87,7.9,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,88,7.6,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,81,6.1,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,80,6.2,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,93,9.4,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,71,4.3,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,77,5.3,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,57,2.3,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,74,4.9,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,2,72,4.3,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,72,4.7,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,71,4.2,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,68,3.8,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,67,3.7,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,64,3.2,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,62,2.6,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,61,2.5,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,58,2.1,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,68,4,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,51,1.6,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,129,25.3,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,62,NA,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,75,4.9,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,74,5.1,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,3,73,NA,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,72,NA,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,72,4.2,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,67,3.9,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,2,67,NA,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,65,3.5,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,65,3.6,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,64,3.4,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,79,6,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,60,NA,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,59,2.4,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,58,2.4,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,58,NA,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,54,1.8,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,53,1.7,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,51,1.5,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,49,NA,346,108,1,normal,54,10.9,sunny,NA
2001-05-02,Mill Creek RSTR,1,64,3.2,346,108,1,normal,54,10.9,sunny,NA
2001-05-03,Mill Creek RSTR,1,89,8,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,69,NA,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,2,70,NA,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,71,NA,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,56,1.7,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,66,3.4,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,70,3.6,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,71,3.7,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,73,4.6,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,71,3.8,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,81,6.6,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,69,3.8,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,85,6.6,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,77,5.3,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,92,9.2,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,94,10.3,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,117,16.8,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,72,4.3,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,72,4.4,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,73,4.2,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,3,74,NA,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,75,NA,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,80,6.1,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,82,6.8,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,85,NA,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,71,NA,NA,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,2,84,6.4,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,2,52,NA,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,59,2.6,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,58,2.9,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,2,58,NA,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,57,2.2,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,57,2.3,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,61,2.6,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,56,2,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,41,NA,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,2,50,NA,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,68,NA,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,81,6.5,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
2001-05-03,Mill Creek RSTR,1,56,NA,291,116,1,normal,55,11.6,sunny,"Winds up to 40 mph yesterday, lots of leaves and branches in trap- no fish in laundry tub."
